movieId,title,rank,mean,no,genres
1209,Once Upon a Time in the West (C'era una volta il West) (1968),17.88940488476092,4.305555555555555,115,Action|Drama|Western
1036,Die Hard (1988),17.884808369808905,3.8620689655172415,116,Action|Crime|Thriller
168252,Logan (2017),17.884705882352943,4.28,117,Action|Sci-Fi
4878,Donnie Darko (2001),17.861590024710996,3.981651376146789,123,Drama|Mystery|Sci-Fi|Thriller
2019,Seven Samurai (Shichinin no samurai) (1954),17.83513931888545,4.1875,124,Action|Adventure|Drama
1267,"Manchurian Candidate, The (1962)",17.8343653250774,4.25,125,Crime|Thriller|War
1240,"Terminator, The (1984)",17.82927232765344,3.896946564885496,129,Action|Sci-Fi|Thriller
1233,"Boot, Das (Boat, The) (1981)",17.823684210526316,4.2125,132,Action|Drama|War
1203,12 Angry Men (1957),17.807017543859647,4.149122807017544,133,Drama
1247,"Graduate, The (1967)",17.770192420739118,4.063291139240507,135,Comedy|Drama|Romance
4886,"Monsters, Inc. (2001)",17.74026644150483,3.871212121212121,140,Adventure|Animation|Children|Comedy|Fantasy
1228,Raging Bull (1980),17.723684210526315,4.1875,141,Drama
1219,Psycho (1960),17.717333731209667,4.036144578313253,142,Crime|Horror
1248,Touch of Evil (1958),17.712074303405572,4.264705882352941,143,Crime|Film-Noir|Thriller
913,"Maltese Falcon, The (1941)",17.711229946524064,4.170454545454546,144,Film-Noir|Mystery
1207,To Kill a Mockingbird (1962),17.70721682502402,4.120689655172414,145,Drama
1387,Jaws (1975),17.70618854829381,4.0054945054945055,146,Action|Horror
1259,Stand by Me (1986),17.70618854829381,4.0054945054945055,147,Adventure|Drama
5989,Catch Me If You Can (2002),17.705532373132318,3.921739130434783,148,Crime|Drama
930,Notorious (1946),17.695046439628484,4.25,149,Film-Noir|Romance|Thriller
48780,"Prestige, The (2006)",17.69250085999312,4.005555555555556,150,Drama|Mystery|Sci-Fi|Thriller
1242,Glory (1989),17.6705429283395,4.170731707317073,151,Drama|War
926,All About Eve (1950),17.667440660474718,4.229166666666667,152,Drama
1212,"Third Man, The (1949)",17.667440660474718,4.229166666666667,153,Film-Noir|Mystery|Thriller
3508,"Outlaw Josey Wales, The (1976)",17.6671826625387,4.25,154,Action|Adventure|Drama|Thriller|Western
1719,"Sweet Hereafter, The (1997)",17.639318885448915,4.25,160,Drama
6,Heat (1995),17.621775025799796,3.946078431372549,161,Action|Crime|Thriller
57669,In Bruges (2008),17.62176244053462,4.158536585365853,162,Comedy|Crime|Drama|Thriller
78499,Toy Story 3 (2010),17.61902617506333,4.109090909090909,163,Adventure|Animation|Children|Comedy|Fantasy|IMAX
2997,Being John Malkovich (1999),17.613847452856742,3.954545454545455,164,Comedy|Drama|Fantasy
933,To Catch a Thief (1955),17.606407322654462,4.217391304347826,165,Crime|Mystery|Romance|Thriller
6539,Pirates of the Caribbean: The Curse of the Black Pearl (2003),17.60635402165105,3.778523489932886,166,Action|Adventure|Comedy|Fantasy
1245,Miller's Crossing (1990),17.595046439628483,4.225,167,Crime|Drama|Film-Noir|Thriller
1732,"Big Lebowski, The (1998)",17.591302062036334,3.924528301886793,168,Comedy|Crime
6711,Lost in Translation (2003),17.582503556187767,4.033783783783784,170,Comedy|Drama|Romance
1073,Willy Wonka & the Chocolate Factory (1971),17.570101724900486,3.8739495798319328,171,Children|Comedy|Fantasy|Musical
2542,"Lock, Stock & Two Smoking Barrels (1998)",17.55880042511899,4.052238805970149,172,Comedy|Crime|Thriller
1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",17.55607155142759,4.222222222222222,173,Drama
923,Citizen Kane (1941),17.551622021806434,4.043478260869565,176,Drama|Mystery
2160,Rosemary's Baby (1968),17.549729102167184,4.171875,177,Drama|Horror|Thriller
1172,Cinema Paradiso (Nuovo cinema Paradiso) (1989),17.537151702786378,4.161764705882353,178,Drama
595,Beauty and the Beast (1991),17.532656177106748,3.7705479452054793,179,Animation|Children|Fantasy|Musical|Romance|IMAX
1250,"Bridge on the River Kwai, The (1957)",17.53223254213966,4.122222222222222,180,Adventure|Drama|War
1262,"Great Escape, The (1963)",17.527107783137737,4.127906976744186,182,Action|Adventure|Drama|War
1283,High Noon (1952),17.523219814241486,4.2105263157894735,183,Drama|Western
8874,Shaun of the Dead (2004),17.515138112661333,4.0064935064935066,185,Comedy|Horror
306,Three Colors: Red (Trois couleurs: Rouge) (1994),17.514318885448915,4.21875,186,Drama
924,2001: A Space Odyssey (1968),17.512966171499986,3.8944954128440368,187,Adventure|Drama|Sci-Fi
8961,"Incredibles, The (2004)",17.501894736842104,3.836,188,Action|Adventure|Animation|Children|Comedy
1945,On the Waterfront (1954),17.50077399380805,4.1875,189,Crime|Drama
5995,"Pianist, The (2002)",17.492058150491317,4.108695652173913,195,Drama|War
1266,Unforgiven (1992),17.487788097695216,4.111111111111111,196,Drama|Western
3681,For a Few Dollars More (Per qualche dollaro in più) (1965),17.48222159677268,4.151515151515151,197,Action|Drama|Thriller|Western
33794,Batman Begins (2005),17.480783602007048,3.8620689655172415,198,Action|Crime|IMAX
3730,"Conversation, The (1974)",17.476780185758514,4.205882352941177,200,Drama|Mystery
162,Crumb (1994),17.476780185758514,4.205882352941177,201,Documentary
2692,Run Lola Run (Lola rennt) (1998),17.461300309597522,4.0,203,Action|Crime
4963,Ocean's Eleven (2001),17.452454666076957,3.8445378151260505,204,Crime|Thriller
1246,Dead Poets Society (1989),17.451760385916913,3.9593023255813953,205,Drama
91529,"Dark Knight Rises, The (2012)",17.44891640866873,3.9934210526315783,206,Action|Adventure|Crime|IMAX
112852,Guardians of the Galaxy (2014),17.44177992338773,4.050847457627119,207,Action|Adventure|Sci-Fi
3949,Requiem for a Dream (2000),17.44136996904025,3.921875,208,Drama
74458,Shutter Island (2010),17.439397440044363,4.022388059701493,209,Drama|Mystery|Thriller
1653,Gattaca (1997),17.428504571963423,3.953488372093023,211,Drama|Sci-Fi|Thriller
7438,Kill Bill: Vol. 2 (2004),17.421643681396002,3.868181818181818,212,Action|Drama|Thriller
109487,Interstellar (2014),17.40603927223377,3.993150684931507,213,Sci-Fi|IMAX
1682,"Truman Show, The (1998)",17.405894736842104,3.812,214,Comedy|Drama|Sci-Fi
81845,"King's Speech, The (2010)",17.396871997437813,4.043103448275862,215,Drama
1288,This Is Spinal Tap (1984),17.39651937329956,4.015151515151516,216,Comedy
741,Ghost in the Shell (Kôkaku kidôtai) (1995),17.385162252035315,4.148148148148148,217,Animation|Sci-Fi
56782,There Will Be Blood (2007),17.377930119416188,4.142857142857143,218,Drama|Western
899,Singin' in the Rain (1952),17.36907977076609,4.074468085106383,222,Comedy|Musical|Romance
8368,Harry Potter and the Prisoner of Azkaban (2004),17.367988281900196,3.913978494623656,223,Adventure|Fantasy|IMAX
92259,Intouchables (2011),17.364320977324073,4.108108108108108,225,Comedy|Drama
1080,Monty Python's Life of Brian (1979),17.36421191776533,3.926966292134832,226,Comedy
953,It's a Wonderful Life (1946),17.362389238817123,4.0344827586206895,227,Children|Drama|Fantasy|Romance
1272,Patton (1970),17.361009475560557,4.121212121212121,228,Drama|War
44555,"Lives of Others, The (Das leben der Anderen) (2006)",17.36068111455108,4.117647058823529,229,Drama|Romance|Thriller
903,Vertigo (1958),17.35232198142415,4.025,233,Drama|Mystery|Romance|Thriller
44191,V for Vendetta (2006),17.349597523219813,3.885,234,Action|Sci-Fi|Thriller|IMAX
1278,Young Frankenstein (1974),17.348723471081797,3.9927536231884058,235,Comedy|Fantasy
1148,Wallace & Gromit: The Wrong Trousers (1993),17.339451570101723,4.035714285714286,236,Animation|Children|Comedy|Crime
3037,Little Big Man (1970),17.334107327141382,4.145833333333333,237,Western
928,Rebecca (1940),17.333849329205368,4.166666666666667,238,Drama|Mystery|Romance|Thriller
115569,Nightcrawler (2014),17.333849329205368,4.166666666666667,239,Crime|Drama|Thriller
49272,Casino Royale (2006),17.32266941864465,3.9444444444444446,240,Action|Adventure|Thriller
27773,Old Boy (2003),17.31872668095578,4.089743589743589,241,Mystery|Thriller
142488,Spotlight (2015),17.312693498452013,4.157894736842105,242,Thriller
3083,All About My Mother (Todo sobre mi madre) (1999),17.312693498452013,4.157894736842105,243,Drama
800,Lone Star (1996),17.312693498452013,4.157894736842105,244,Drama|Mystery|Western
1244,Manhattan (1979),17.3004034149545,4.106060606060606,245,Comedy|Drama|Romance
3996,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",17.294370954123277,3.836363636363637,251,Action|Drama|Romance
2918,Ferris Bueller's Day Off (1986),17.292782685261454,3.839449541284404,252,Comedy
223,Clerks (1994),17.288402000476303,3.855769230769231,254,Comedy
1215,Army of Darkness (1993),17.28379772961816,4.03921568627451,255,Action|Adventure|Comedy|Fantasy|Horror
2067,Doctor Zhivago (1965),17.280406899601946,4.142857142857143,256,Drama|Romance|War
31658,Howl's Moving Castle (Hauru no ugoku shiro) (2004),17.273684210526316,4.075,259,Adventure|Animation|Fantasy|Romance
1673,Boogie Nights (1997),17.26744462967373,4.076923076923077,260,Drama
51255,Hot Fuzz (2007),17.26625386996904,4.0,261,Action|Comedy|Crime|Mystery
16,Casino (1995),17.266140602582496,3.926829268292683,262,Crime|Drama
104879,Prisoners (2013),17.264318885448915,4.15625,263,Drama|Mystery|Thriller
122926,Untitled Spider-Man Reboot (2017),17.264318885448915,4.15625,264,Action|Adventure|Fantasy
5690,Grave of the Fireflies (Hotaru no haka) (1988),17.264318885448915,4.15625,265,Animation|Drama|War
5418,"Bourne Identity, The (2002)",17.244637328615656,3.8169642857142856,267,Action|Mystery|Thriller
1090,Platoon (1986),17.23062558356676,3.984126984126984,268,Drama|War
919,"Wizard of Oz, The (1939)",17.219881545295465,3.880434782608696,269,Adventure|Children|Fantasy|Musical
1234,"Sting, The (1973)",17.214299535603715,3.9765625,270,Comedy|Crime
3114,Toy Story 2 (1999),17.211100826657304,3.860824742268041,271,Adventure|Animation|Children|Comedy|Fantasy
1356,Star Trek: First Contact (1996),17.200694042799306,3.879120879120879,276,Action|Adventure|Sci-Fi|Thriller
116797,The Imitation Game (2014),17.19300309597523,4.02,277,Drama|Thriller|War
1394,Raising Arizona (1987),17.189975445713674,3.9913793103448274,278,Comedy
1249,"Femme Nikita, La (Nikita) (1990)",17.189739053516142,4.071428571428571,279,Action|Crime|Romance|Thriller
38061,Kiss Kiss Bang Bang (2005),17.189739053516142,4.071428571428571,280,Comedy|Crime|Mystery|Thriller
1084,Bonnie and Clyde (1967),17.189739053516142,4.071428571428571,281,Crime|Drama
2716,Ghostbusters (a.k.a. Ghost Busters) (1984),17.188235294117646,3.775,282,Action|Comedy|Sci-Fi
1097,E.T. the Extra-Terrestrial (1982),17.181672841699232,3.766393442622951,284,Children|Drama|Sci-Fi
99114,Django Unchained (2012),17.1802206427419,3.943661971830986,285,Action|Drama|Western
2761,"Iron Giant, The (1999)",17.164880527109627,4.051282051282051,288,Adventure|Animation|Children|Drama|Sci-Fi
1086,Dial M for Murder (1954),17.16470588235294,4.1,289,Crime|Mystery|Thriller
1223,"Grand Day Out with Wallace and Gromit, A (1989)",17.163644405130473,4.089285714285714,290,Adventure|Animation|Children|Comedy|Sci-Fi
720,Wallace & Gromit: The Best of Aardman Animation (1996),17.162940029813093,4.092592592592593,291,Adventure|Animation|Comedy
1610,"Hunt for Red October, The (1990)",17.159167526659786,3.8722222222222222,292,Action|Adventure|Thriller
910,Some Like It Hot (1959),17.15300309597523,4.01,296,Comedy|Crime
3089,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948),17.139318885448915,4.125,297,Drama
2318,Happiness (1998),17.139318885448915,4.125,298,Comedy|Drama
3972,"Legend of Drunken Master, The (Jui kuen II) (1994)",17.139318885448915,4.125,299,Action|Comedy
4499,Dirty Rotten Scoundrels (1988),17.139318885448915,4.125,300,Comedy
69481,"Hurt Locker, The (2008)",17.125386996904023,4.0588235294117645,301,Action|Drama|Thriller|War
3703,"Road Warrior, The (Mad Max 2) (1981)",17.123684210526314,4.0375,302,Action|Adventure|Sci-Fi|Thriller
6502,28 Days Later (2002),17.121009928472297,3.974137931034482,303,Action|Horror|Sci-Fi
1968,"Breakfast Club, The (1985)",17.105756322091015,3.7787610619469034,305,Comedy|Drama
112552,Whiplash (2014),17.10371517027864,4.039473684210527,306,Drama
1079,"Fish Called Wanda, A (1988)",17.095713600488377,3.9225352112676055,307,Comedy|Crime
48774,Children of Men (2006),17.089299535603715,3.9453125,308,Action|Adventure|Drama|Sci-Fi|Thriller
134130,The Martian (2015),17.08513931888545,4.0,315,Adventure|Drama|Sci-Fi
4262,Scarface (1983),17.08118848482048,3.9328358208955225,317,Action|Crime|Drama
2194,"Untouchables, The (1987)",17.07582757799476,3.9384615384615382,318,Action|Crime|Drama
914,My Fair Lady (1964),17.075453339230428,4.042857142857143,319,Comedy|Drama|Musical|Romance
2804,"Christmas Story, A (1983)",17.073571629608782,3.9727272727272727,320,Children|Comedy
1261,Evil Dead II (Dead by Dawn) (1987),17.06656346749226,4.044117647058823,321,Action|Comedy|Fantasy|Horror
3793,X-Men (2000),17.066342326404246,3.699248120300752,322,Action|Adventure|Sci-Fi
1035,"Sound of Music, The (1965)",17.058049535603715,3.9375,324,Musical|Romance
1304,Butch Cassidy and the Sundance Kid (1969),17.054379306901026,3.943548387096774,325,Action|Western
2791,Airplane! (1980),17.05377032845806,3.85632183908046,326,Comedy
3897,Almost Famous (2000),17.042634936028946,3.867469879518072,327,Drama
58,"Postman, The (Postino, Il) (1994)",17.03999665299975,4.027027027027027,329,Comedy|Drama|Romance
1307,When Harry Met Sally... (1989),17.0359133126935,3.8588235294117648,330,Comedy|Romance
44195,Thank You for Smoking (2006),17.02906776745786,4.027777777777778,331,Comedy|Drama
81834,Harry Potter and the Deathly Hallows: Part 1 (2010),17.028654238851196,3.98936170212766,332,Action|Adventure|Fantasy|IMAX
59315,Iron Man (2008),17.023878532375996,3.824468085106383,335,Action|Adventure|Sci-Fi
3671,Blazing Saddles (1974),17.022121242384898,3.935483870967742,336,Comedy|Western
46578,Little Miss Sunshine (2006),17.02163161915484,3.883116883116883,337,Adventure|Comedy|Drama
2788,Monty Python's And Now for Something Completely Different (1971),17.02078726227333,4.053571428571429,338,Comedy
1527,"Fifth Element, The (1997)",17.015266360627734,3.7456896551724137,339,Action|Adventure|Comedy|Sci-Fi
32587,Sin City (2005),17.015258735072976,3.857142857142857,340,Action|Crime|Film-Noir|Mystery|Thriller
780,Independence Day (a.k.a. ID4) (1996),17.012828372620543,3.445544554455445,341,Action|Adventure|Sci-Fi|Thriller
916,Roman Holiday (1953),17.009407001667064,4.057692307692308,342,Comedy|Drama|Romance
33660,Cinderella Man (2005),17.006191950464395,4.088235294117647,343,Drama|Romance
54997,3:10 to Yuma (2007),17.00470588235294,4.06,344,Action|Crime|Drama|Western
6350,Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986),17.00077399380805,4.0625,345,Action|Adventure|Animation|Children|Fantasy|Sci-Fi
954,Mr. Smith Goes to Washington (1939),17.000515995872032,4.083333333333333,346,Drama
72226,Fantastic Mr. Fox (2009),17.000515995872032,4.083333333333333,347,Adventure|Animation|Children|Comedy|Crime
29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",16.998452012383904,4.0131578947368425,348,Adventure|Drama|Fantasy|Mystery|Sci-Fi
4034,Traffic (2000),16.991640866873066,3.9,349,Crime|Drama|Thriller
1961,Rain Man (1988),16.983036635706913,3.8072916666666665,352,Drama
60684,Watchmen (2009),16.968968248254015,3.988372093023256,353,Action|Drama|Mystery|Sci-Fi|Thriller|IMAX
4027,"O Brother, Where Art Thou? (2000)",16.960048745141954,3.808510638297872,354,Adventure|Comedy|Crime
1028,Mary Poppins (1964),16.954868530065845,3.887323943661972,359,Children|Comedy|Fantasy|Musical
4896,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),16.95384971499667,3.7616822429906542,360,Adventure|Children|Fantasy
3424,Do the Right Thing (1989),16.94071780759087,4.037037037037037,361,Drama
111759,Edge of Tomorrow (2014),16.93850267379679,3.977272727272727,362,Action|Sci-Fi|IMAX
76093,How to Train Your Dragon (2010),16.928383667270282,3.943396226415094,367,Adventure|Animation|Children|Fantasy|IMAX
1884,Fear and Loathing in Las Vegas (1998),16.92684075918697,3.967391304347826,368,Adventure|Comedy|Drama
2700,"South Park: Bigger, Longer and Uncut (1999)",16.922600619195048,3.861842105263158,369,Animation|Comedy|Musical
3000,Princess Mononoke (Mononoke-hime) (1997),16.91847265221878,3.9583333333333335,370,Action|Adventure|Animation|Drama|Fantasy
215,Before Sunrise (1995),16.917440660474718,4.041666666666667,371,Drama|Romance
377,Speed (1994),16.915720674234606,3.5292397660818717,372,Action|Romance|Thriller
55820,No Country for Old Men (2007),16.901799535603715,3.8984375,374,Crime|Drama
105504,Captain Phillips (2013),16.899454518649563,4.047619047619048,375,Adventure|Drama|Thriller|IMAX
8950,The Machinist (2004),16.893188854489164,3.986842105263158,377,Drama|Mystery|Thriller
7143,"Last Samurai, The (2003)",16.893088984320386,3.903225806451613,378,Action|Adventure|Drama|War
50872,Ratatouille (2007),16.89172686618507,3.8680555555555554,380,Animation|Children|Drama
3328,Ghost Dog: The Way of the Samurai (1999),16.891640866873065,4.052631578947368,381,Crime|Drama
1227,Once Upon a Time in America (1984),16.889318885448915,4.0625,382,Crime|Drama
26662,Kiki's Delivery Service (Majo no takkyûbin) (1989),16.888544891640866,4.0588235294117645,383,Adventure|Animation|Children|Drama|Fantasy
2398,Miracle on 34th Street (1947),16.888544891640866,4.0588235294117645,384,Comedy|Drama
380,True Lies (1994),16.885048874665184,3.497191011235955,385,Action|Adventure|Comedy|Romance|Thriller
1299,"Killing Fields, The (1984)",16.877930119416188,4.017857142857143,386,Drama|War
34405,Serenity (2005),16.873003095975232,3.94,387,Action|Adventure|Sci-Fi
6787,All the President's Men (1976),16.866643733516796,4.018518518518518,388,Drama|Thriller
119145,Kingsman: The Secret Service (2015),16.862401100791192,3.986111111111111,389,Action|Adventure|Comedy|Crime
89745,"Avengers, The (2012)",16.85596984789339,3.869565217391304,390,Action|Adventure|Sci-Fi|IMAX
5902,Adaptation (2002),16.83988423744784,3.945652173913044,391,Comedy|Drama|Romance
64614,Gran Torino (2008),16.83988423744784,3.945652173913044,392,Crime|Drama
2076,Blue Velvet (1986),16.83988423744784,3.945652173913044,393,Drama|Mystery|Thriller
106782,"Wolf of Wall Street, The (2013)",16.835397316821464,3.9166666666666665,394,Comedy|Crime|Drama
1220,"Blues Brothers, The (1980)",16.824782544596786,3.809523809523809,402,Action|Comedy|Musical
648,Mission: Impossible (1996),16.821522761151243,3.537037037037037,403,Action|Adventure|Mystery|Thriller
3504,Network (1976),16.813819307627355,4.0227272727272725,404,Comedy|Drama
