,movieId,title,rank,mean,no,genres,imdbId,tmdbId,posters
10,50,"Usual Suspects, The (1995)",20.209494324045405,4.237745098039215,11,Crime|Mystery|Thriller,114814,629.0,https://m.media-amazon.com/images/M/MV5BYTViNjMyNmUtNDFkNC00ZDRlLThmMDUtZDU2YWE4NGI2ZjVmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg
11,1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),20.032786377708977,4.2075,12,Action|Adventure,82971,85.0,https://m.media-amazon.com/images/M/MV5BNTU2ODkyY2MtMjU1NC00NjE1LWEzYjgtMWQ3MzRhMTE0NDc0XkEyXkFqcGdeQXVyMjM4MzQ4OTQ@._V1_SX300.jpg
12,110,Braveheart (1995),19.844848532350984,4.031645569620253,13,Action|Drama|War,112573,197.0,https://m.media-amazon.com/images/M/MV5BMzkzMmU0YTYtOWM3My00YzBmLWI0YzctOGYyNTkwMWE5MTJkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg
13,1210,Star Wars: Episode VI - Return of the Jedi (1983),19.69807923169268,4.137755102040816,14,Action|Adventure|Sci-Fi,86190,1892.0,https://m.media-amazon.com/images/M/MV5BOWZlMjFiYzgtMTUzNC00Y2IzLTk1NTMtZmNhMTczNTk0ODk1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg
14,2028,Saving Private Ryan (1998),19.620710098149,4.1462765957446805,15,Action|Drama|War,120815,857.0,https://m.media-amazon.com/images/M/MV5BZjhkMDM4MWItZTVjOC00ZDRhLThmYTAtM2I5NzBmNmNlMzI1XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_SX300.jpg
15,4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",19.59916502486162,4.106060606060606,16,Adventure|Fantasy,120737,120.0,https://m.media-amazon.com/images/M/MV5BN2EyZjM3NzUtNWUzMi00MTgxLWI0NTctMzY4M2VlOTdjZWRiXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SX300.jpg
16,2858,American Beauty (1999),19.484004127966976,4.056372549019608,18,Drama|Romance,169547,14.0,https://m.media-amazon.com/images/M/MV5BNTBmZWJkNjctNDhiNC00MGE2LWEwOTctZTk5OGVhMWMyNmVhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
17,7153,"Lord of the Rings: The Return of the King, The (2003)",19.46948372521128,4.118918918918919,19,Action|Adventure|Drama|Fantasy,167260,122.0,https://m.media-amazon.com/images/M/MV5BNzA5ZDNlZWMtM2NhNS00NDJjLTk4NDItYTRmY2EwMWZlMTY3XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg
18,58559,"Dark Knight, The (2008)",19.44528019614769,4.238255033557047,20,Action|Crime|Drama|IMAX,468569,155.0,https://m.media-amazon.com/images/M/MV5BMTMxNTMwODM0NF5BMl5BanBnXkFtZTcwODAyMTk2Mw@@._V1_SX300.jpg
19,589,Terminator 2: Judgment Day (1991),19.421080274214948,3.970982142857143,21,Action|Sci-Fi,103064,280.0,https://m.media-amazon.com/images/M/MV5BMGU2NzRmZjUtOGUxYS00ZjdjLWEwZWItY2NlM2JhNjkxNTFmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg
20,608,Fargo (1996),19.40216889314609,4.116022099447513,22,Comedy|Crime|Drama|Thriller,116282,275.0,https://m.media-amazon.com/images/M/MV5BNDJiZDgyZjctYmRjMS00ZjdkLTkwMTEtNGU1NDg3NDQ0Yzk1XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg
21,1197,"Princess Bride, The (1987)",19.324314306894,4.232394366197183,23,Action|Adventure|Comedy|Fantasy|Romance,93779,2493.0,https://m.media-amazon.com/images/M/MV5BYzdiOTVjZmQtNjAyNy00YjA2LTk5ZTAtNmJkMGQ5N2RmNjUxXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg
22,1221,"Godfather: Part II, The (1974)",19.25238198094415,4.25968992248062,24,Crime|Drama,71562,240.0,https://m.media-amazon.com/images/M/MV5BMWMwMGQzZTItY2JlNC00OWZiLWIyMDctNDk2ZDQ2YjRjMWQ0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg
23,1213,Goodfellas (1990),19.171826625387,4.25,25,Crime|Drama,99685,769.0,https://m.media-amazon.com/images/M/MV5BY2NkZjEzMDgtN2RjYy00YzM1LWI4ZmQtMjIwYjFjNmI3ZGEwXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg
24,47,Seven (a.k.a. Se7en) (1995),19.14605987585597,3.975369458128079,27,Mystery|Thriller,114369,807.0,https://m.media-amazon.com/images/M/MV5BOTUwODM5MTctZjczMi00OTk4LTg3NWUtNmVhMTAzNTNjYjcyXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg
25,4226,Memento (2000),19.12214498510427,4.122641509433962,28,Mystery|Thriller,209144,77.0,https://m.media-amazon.com/images/M/MV5BZTcyNjk1MjgtOWI3Mi00YzQwLWI5MTktMzY4ZmI2NDAyNzYzXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg
26,5952,"Lord of the Rings: The Two Towers, The (2002)",19.120710098149,4.0212765957446805,29,Adventure|Fantasy,167261,121.0,https://m.media-amazon.com/images/M/MV5BZGMxZTdjZmYtMmE2Ni00ZTdkLWI5NTgtNjlmMjBiNzU2MmI5XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg
27,1,Toy Story (1995),19.095485636114912,3.92093023255814,30,Adventure|Animation|Children|Comedy|Fantasy,114709,862.0,https://m.media-amazon.com/images/M/MV5BMDU2ZWJlMjktMTRhMy00ZTA5LWEzNDgtYmNmZTEwZTViZWJkXkEyXkFqcGdeQXVyNDQ2OTk4MzI@._V1_SX300.jpg
28,2329,American History X (1998),19.08183934528524,4.217054263565892,31,Crime|Drama,120586,73.0,https://m.media-amazon.com/images/M/MV5BZTJhN2FkYWEtMGI0My00YWM4LWI2MjAtM2UwNjY4MTI2ZTQyXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_SX300.jpg
29,1193,One Flew Over the Cuckoo's Nest (1975),19.081379920389207,4.203007518796992,32,Drama,73486,510.0,https://m.media-amazon.com/images/M/MV5BZjA0OWVhOTAtYWQxNi00YzNhLWI4ZjYtNjFjZTEyYjJlNDVlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
30,1089,Reservoir Dogs (1992),19.050646373454967,4.202290076335878,33,Crime|Mystery|Thriller,105236,500.0,https://m.media-amazon.com/images/M/MV5BZmExNmEwYWItYmQzOS00YjA5LTk2MjktZjEyZDE1Y2QxNjA1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
31,457,"Fugitive, The (1993)",19.03188854489164,3.992105263157895,34,Thriller,106977,5503.0,https://m.media-amazon.com/images/M/MV5BYmFmOGZjYTItYjY1ZS00OWRiLTk0NDgtMjQ5MzBkYWE2YWE0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg
32,1136,Monty Python and the Holy Grail (1975),18.958204334365327,4.161764705882353,35,Adventure|Comedy|Fantasy,71853,762.0,https://m.media-amazon.com/images/M/MV5BN2IyNTE4YzUtZWU0Mi00MGIwLTgyMmQtMzQ4YzQxYWNlYWE2XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg
33,1270,Back to the Future (1985),18.950808393532853,4.038011695906433,36,Adventure|Comedy|Sci-Fi,88763,105.0,https://m.media-amazon.com/images/M/MV5BZmU0M2Y1OGUtZjIxNi00ZjBkLTg1MjgtOWIyNThiZWIwYjRiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
34,48516,"Departed, The (2006)",18.91646653742658,4.252336448598131,38,Crime|Drama|Thriller,407887,1422.0,https://m.media-amazon.com/images/M/MV5BMTI1MTY2OTIxNV5BMl5BanBnXkFtZTYwNjQ4NjY3._V1_SX300.jpg
35,7361,Eternal Sunshine of the Spotless Mind (2004),18.88270744215726,4.1603053435114505,39,Drama|Romance|Sci-Fi,338013,38.0,https://m.media-amazon.com/images/M/MV5BMTY4NzcwODg3Nl5BMl5BanBnXkFtZTcwNTEwOTMyMw@@._V1_SX300.jpg
36,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),18.839966806038746,4.268041237113402,40,Comedy|War,57012,935.0,https://m.media-amazon.com/images/M/MV5BMWMxYjZkOWUtM2FjMi00MmI1LThkNzQtNTM5Y2E2ZGQ2NGFhXkEyXkFqcGdeQXVyMTA0MTM5NjI2._V1_SX300.jpg
37,4973,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",18.821568627450983,4.183333333333334,41,Comedy|Romance,211915,194.0,https://m.media-amazon.com/images/M/MV5BNDg4NjM1YjMtYmNhZC00MjM0LWFiZmYtNGY1YjA3MzZmODc5XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg
38,32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),18.81455633100698,3.983050847457627,42,Mystery|Sci-Fi|Thriller,114746,63.0,https://m.media-amazon.com/images/M/MV5BN2Y2OWU4MWMtNmIyMy00YzMyLWI0Y2ItMTcyZDc3MTdmZDU4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
39,1208,Apocalypse Now (1979),18.785625415931253,4.219626168224299,44,Action|Drama|War,78788,28.0,https://m.media-amazon.com/images/M/MV5BYmQyNTA1ZGItNjZjMi00NzFlLWEzMWEtNWMwN2Q2MjJhYzEyXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg
40,912,Casablanca (1942),18.76959752321981,4.24,45,Drama|Romance,34583,289.0,https://m.media-amazon.com/images/M/MV5BY2IzZGY2YmEtYzljNS00NTM5LTgwMzUtMzM1NjQ4NGI0OTk0XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_SX300.jpg
41,480,Jurassic Park (1993),18.73219814241486,3.75,48,Action|Adventure|Sci-Fi|Thriller,107290,329.0,https://m.media-amazon.com/images/M/MV5BMjM2MDgxMDg0Nl5BMl5BanBnXkFtZTgwNTM2OTM5NDE@._V1_SX300.jpg
42,1704,Good Will Hunting (1997),18.692861691149023,4.078014184397163,49,Drama|Romance,119217,489.0,https://m.media-amazon.com/images/M/MV5BOTI0MzcxMTYtZDVkMy00NjY1LTgyMTYtZmUxN2M3NmQ2NWJhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
43,79132,Inception (2010),18.674402996384423,4.066433566433567,50,Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX,1375666,27205.0,https://m.media-amazon.com/images/M/MV5BMjAxMzY3NjcxNF5BMl5BanBnXkFtZTcwNTI5OTM0Mw@@._V1_SX300.jpg
44,904,Rear Window (1954),18.6343063541206,4.261904761904762,51,Mystery|Thriller,47396,567.0,https://m.media-amazon.com/images/M/MV5BNGUxYWM3M2MtMGM3Mi00ZmRiLWE0NGQtZjE5ODI2OTJhNTU0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
45,150,Apollo 13 (1995),18.5998028433683,3.845771144278607,52,Adventure|Drama|IMAX,112384,568.0,https://m.media-amazon.com/images/M/MV5BMjc4MzZlNmQtN2ZlOS00OGQzLWI5YjEtNDQ2YmZlN2FjNTIxXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg
46,1104,"Streetcar Named Desire, A (1951)",18.595046439628483,4.475,53,Drama,44081,702.0,https://m.media-amazon.com/images/M/MV5BNzk2M2Y3MzYtNGMzMi00Y2FjLTkwODQtNmExYWU3ZWY3NzExXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg
47,364,"Lion King, The (1994)",18.58013535891713,3.941860465116279,54,Adventure|Animation|Children|Drama|Musical|IMAX,110357,8587.0,https://m.media-amazon.com/images/M/MV5BYTYxNGMyZTYtMjE3MS00MzNjLWFjNmYtMDk3N2FmM2JiM2M1XkEyXkFqcGdeQXVyNjY5NDU4NzI@._V1_SX300.jpg
48,3147,"Green Mile, The (1999)",18.55744289180821,4.148648648648648,55,Crime|Drama,120689,497.0,https://m.media-amazon.com/images/M/MV5BMTUxMzQyNjA5MF5BMl5BanBnXkFtZTYwOTU2NTY3._V1_SX300.jpg
49,1291,Indiana Jones and the Last Crusade (1989),18.55258735072977,4.046428571428572,56,Action|Adventure,97576,89.0,https://m.media-amazon.com/images/M/MV5BY2Q0ODg4ZmItNDZiYi00ZWY5LTg2NzctNmYwZjA5OThmNzE1XkEyXkFqcGdeQXVyMjM4MzQ4OTQ@._V1_SX300.jpg
50,541,Blade Runner (1982),18.547188654748823,4.100806451612903,57,Action|Sci-Fi|Thriller,83658,78.0,0
51,3578,Gladiator (2000),18.53777089783281,3.9382352941176473,58,Action|Adventure|Drama,172495,98.0,0
52,2762,"Sixth Sense, The (1999)",18.48563571267966,3.893854748603352,62,Drama|Horror|Mystery,167404,745.0,0
53,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),18.34453781512605,4.018796992481203,65,Action|Crime|Drama|Thriller,110413,101.0,0
54,4011,Snatch (2000),18.335730217384068,4.155913978494624,66,Comedy|Crime|Thriller,208092,107.0,0
55,1214,Alien (1979),18.327176725051952,3.969178082191781,67,Horror|Sci-Fi,78748,348.0,0
56,1276,Cool Hand Luke (1967),18.29824561403509,4.271929824561403,68,Drama,61512,903.0,0
57,111,Taxi Driver (1976),18.288402000476303,4.105769230769231,69,Crime|Drama|Thriller,75314,103.0,0
58,1258,"Shining, The (1980)",18.26525974948164,4.08256880733945,70,Horror,81505,694.0,0
59,4306,Shrek (2001),18.255417956656345,3.8676470588235294,71,Adventure|Animation|Children|Comedy|Fantasy|Romance,126029,808.0,0
60,5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001),18.249172627308635,4.155172413793103,72,Adventure|Animation|Fantasy,245429,129.0,0
61,1204,Lawrence of Arabia (1962),18.24334365325077,4.3,73,Adventure|Drama|War,56172,947.0,0
62,2324,Life Is Beautiful (La Vita è bella) (1997),18.233323951590204,4.1477272727272725,74,Comedy|Drama|Romance|War,118799,637.0,0
63,1222,Full Metal Jacket (1987),18.22961816305469,4.098039215686274,75,Drama|War,93058,600.0,0
64,6377,Finding Nemo (2003),18.224776584766047,3.9609929078014185,77,Adventure|Animation|Children|Comedy,266543,12.0,0
65,1225,Amadeus (1984),18.21207430340557,4.184210526315789,78,Drama,86879,279.0,0
66,68157,Inglourious Basterds (2009),18.18786940613566,4.136363636363637,79,Action|Drama|War,361748,16869.0,0
67,1265,Groundhog Day (1993),18.184892506873933,3.944055944055944,80,Comedy|Fantasy|Romance,107048,137.0,0
68,588,Aladdin (1992),18.135343179549647,3.792349726775957,84,Adventure|Animation|Children|Comedy|Musical,103639,812.0,0
69,4995,"Beautiful Mind, A (2001)",18.13003095975232,4.0,85,Drama|Romance,268978,453.0,0
70,922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),18.12590299277605,4.333333333333333,86,Drama|Film-Noir|Romance,43014,599.0,0
71,60069,WALL·E (2008),18.09609430816861,4.057692307692308,88,Adventure|Animation|Children|Romance|Sci-Fi,910970,10681.0,0
72,6874,Kill Bill: Vol. 1 (2003),18.088814312386265,3.9618320610687023,89,Action|Crime|Thriller,266697,24.0,0
73,2502,Office Space (1999),18.08770831961004,4.090425531914893,90,Comedy|Crime,151804,1542.0,0
74,1252,Chinatown (1974),18.0858477199979,4.211864406779661,91,Crime|Film-Noir|Mystery|Thriller,71315,829.0,0
75,1206,"Clockwork Orange, A (1971)",18.07156862745098,3.995833333333333,92,Crime|Drama|Sci-Fi|Thriller,66921,185.0,0
76,898,"Philadelphia Story, The (1940)",18.061812746877337,4.310344827586207,93,Comedy|Drama|Romance,32904,981.0,0
77,6016,City of God (Cidade de Deus) (2002),18.04796697626419,4.1466666666666665,94,Action|Adventure|Crime|Drama|Thriller,317248,598.0,0
78,590,Dances with Wolves (1990),18.042701804727024,3.8353658536585367,95,Adventure|Drama|Western,99348,581.0,0
79,1200,Aliens (1986),18.028969482529853,3.9642857142857135,96,Action|Adventure|Horror|Sci-Fi,90605,679.0,0
80,1617,L.A. Confidential (1997),18.01522453799751,4.061855670103093,98,Crime|Film-Noir|Mystery|Thriller,119488,2118.0,0
81,1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",18.00283797729618,4.145833333333333,99,Action|Adventure|Western,60196,429.0,0
82,3468,"Hustler, The (1961)",18.000515995872032,4.333333333333333,100,Drama,54997,990.0,0
83,778,Trainspotting (1996),17.994324045407637,4.03921568627451,101,Comedy|Crime|Drama,117951,627.0,0
84,246,Hoop Dreams (1994),17.992847229635956,4.293103448275862,102,Documentary,110057,14275.0,0
85,475,In the Name of the Father (1993),17.96470588235294,4.3,103,Drama,107207,7984.0,0
86,1199,Brazil (1985),17.950254499658918,4.177966101694915,105,Fantasy|Sci-Fi,88846,68.0,0
87,908,North by Northwest (1959),17.94736842105263,4.184210526315789,106,Action|Adventure|Mystery|Romance|Thriller,53125,213.0,0
88,3435,Double Indemnity (1944),17.94736842105263,4.323529411764706,107,Crime|Drama|Film-Noir,36775,996.0,0
89,1235,Harold and Maude (1971),17.932483924743988,4.288461538461538,111,Comedy|Drama|Romance,67185,343.0,0
90,3275,"Boondock Saints, The (2000)",17.89920080639355,4.22093023255814,112,Action|Crime|Drama|Thriller,144117,8374.0,0
91,68954,Up (2009),17.89830458499189,4.004761904761905,113,Adventure|Animation|Children|Drama,1049413,14160.0,0
92,1209,Once Upon a Time in the West (C'era una volta il West) (1968),17.88940488476092,4.305555555555555,115,Action|Drama|Western,64116,335.0,0
93,1036,Die Hard (1988),17.884808369808905,3.8620689655172415,116,Action|Crime|Thriller,95016,562.0,0
94,168252,Logan (2017),17.884705882352943,4.28,117,Action|Sci-Fi,3315342,263115.0,0
95,4878,Donnie Darko (2001),17.861590024710996,3.981651376146789,123,Drama|Mystery|Sci-Fi|Thriller,246578,141.0,0
96,2019,Seven Samurai (Shichinin no samurai) (1954),17.83513931888545,4.1875,124,Action|Adventure|Drama,47478,346.0,0
97,1267,"Manchurian Candidate, The (1962)",17.8343653250774,4.25,125,Crime|Thriller|War,56218,982.0,0
98,1240,"Terminator, The (1984)",17.82927232765344,3.896946564885496,129,Action|Sci-Fi|Thriller,88247,218.0,0
99,1233,"Boot, Das (Boat, The) (1981)",17.823684210526316,4.2125,132,Action|Drama|War,82096,387.0,0
100,1203,12 Angry Men (1957),17.807017543859647,4.149122807017544,133,Drama,50083,389.0,0
101,1247,"Graduate, The (1967)",17.770192420739118,4.063291139240507,135,Comedy|Drama|Romance,61722,37247.0,0
102,4886,"Monsters, Inc. (2001)",17.74026644150483,3.871212121212121,140,Adventure|Animation|Children|Comedy|Fantasy,198781,585.0,0
103,1228,Raging Bull (1980),17.723684210526315,4.1875,141,Drama,81398,1578.0,0
104,1219,Psycho (1960),17.717333731209667,4.036144578313253,142,Crime|Horror,54215,539.0,0
105,1248,Touch of Evil (1958),17.712074303405572,4.264705882352941,143,Crime|Film-Noir|Thriller,52311,1480.0,0
106,913,"Maltese Falcon, The (1941)",17.711229946524064,4.170454545454546,144,Film-Noir|Mystery,33870,963.0,0
107,1207,To Kill a Mockingbird (1962),17.70721682502402,4.120689655172414,145,Drama,56592,595.0,0
108,1387,Jaws (1975),17.70618854829381,4.0054945054945055,146,Action|Horror,73195,578.0,0
109,1259,Stand by Me (1986),17.70618854829381,4.0054945054945055,147,Adventure|Drama,92005,235.0,0
110,5989,Catch Me If You Can (2002),17.705532373132318,3.921739130434783,148,Crime|Drama,264464,640.0,0
111,930,Notorious (1946),17.695046439628484,4.25,149,Film-Noir|Romance|Thriller,38787,303.0,0
112,48780,"Prestige, The (2006)",17.69250085999312,4.005555555555556,150,Drama|Mystery|Sci-Fi|Thriller,482571,1124.0,0
113,1242,Glory (1989),17.6705429283395,4.170731707317073,151,Drama|War,97441,9665.0,0
114,926,All About Eve (1950),17.667440660474718,4.229166666666667,152,Drama,42192,705.0,0
115,1212,"Third Man, The (1949)",17.667440660474718,4.229166666666667,153,Film-Noir|Mystery|Thriller,41959,1092.0,0
116,3508,"Outlaw Josey Wales, The (1976)",17.6671826625387,4.25,154,Action|Adventure|Drama|Thriller|Western,75029,10747.0,0
117,1719,"Sweet Hereafter, The (1997)",17.639318885448915,4.25,160,Drama,120255,10217.0,0
118,6,Heat (1995),17.621775025799796,3.946078431372549,161,Action|Crime|Thriller,113277,949.0,0
119,57669,In Bruges (2008),17.62176244053462,4.158536585365853,162,Comedy|Crime|Drama|Thriller,780536,8321.0,0
120,78499,Toy Story 3 (2010),17.61902617506333,4.109090909090909,163,Adventure|Animation|Children|Comedy|Fantasy|IMAX,435761,10193.0,0
121,2997,Being John Malkovich (1999),17.613847452856742,3.954545454545455,164,Comedy|Drama|Fantasy,120601,492.0,0
122,933,To Catch a Thief (1955),17.606407322654462,4.217391304347826,165,Crime|Mystery|Romance|Thriller,48728,381.0,0
123,6539,Pirates of the Caribbean: The Curse of the Black Pearl (2003),17.60635402165105,3.778523489932886,166,Action|Adventure|Comedy|Fantasy,325980,22.0,0
124,1245,Miller's Crossing (1990),17.595046439628483,4.225,167,Crime|Drama|Film-Noir|Thriller,100150,379.0,0
125,1732,"Big Lebowski, The (1998)",17.591302062036334,3.924528301886793,168,Comedy|Crime,118715,115.0,0
126,6711,Lost in Translation (2003),17.582503556187767,4.033783783783784,170,Comedy|Drama|Romance,335266,153.0,0
127,1073,Willy Wonka & the Chocolate Factory (1971),17.570101724900486,3.8739495798319328,171,Children|Comedy|Fantasy|Musical,67992,252.0,0
128,2542,"Lock, Stock & Two Smoking Barrels (1998)",17.55880042511899,4.052238805970149,172,Comedy|Crime|Thriller,120735,100.0,0
129,1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",17.55607155142759,4.222222222222222,173,Drama,50976,490.0,0
130,923,Citizen Kane (1941),17.551622021806434,4.043478260869565,176,Drama|Mystery,33467,15.0,0
131,2160,Rosemary's Baby (1968),17.549729102167184,4.171875,177,Drama|Horror|Thriller,63522,805.0,0
132,1172,Cinema Paradiso (Nuovo cinema Paradiso) (1989),17.537151702786378,4.161764705882353,178,Drama,95765,11216.0,0
133,595,Beauty and the Beast (1991),17.532656177106748,3.7705479452054793,179,Animation|Children|Fantasy|Musical|Romance|IMAX,101414,10020.0,0
134,1250,"Bridge on the River Kwai, The (1957)",17.53223254213966,4.122222222222222,180,Adventure|Drama|War,50212,826.0,0
135,1262,"Great Escape, The (1963)",17.527107783137737,4.127906976744186,182,Action|Adventure|Drama|War,57115,5925.0,0
136,1283,High Noon (1952),17.523219814241486,4.2105263157894735,183,Drama|Western,44706,288.0,0
137,8874,Shaun of the Dead (2004),17.515138112661333,4.0064935064935066,185,Comedy|Horror,365748,747.0,0
138,306,Three Colors: Red (Trois couleurs: Rouge) (1994),17.514318885448915,4.21875,186,Drama,111495,110.0,0
139,924,2001: A Space Odyssey (1968),17.512966171499986,3.8944954128440368,187,Adventure|Drama|Sci-Fi,62622,62.0,0
140,8961,"Incredibles, The (2004)",17.501894736842104,3.836,188,Action|Adventure|Animation|Children|Comedy,317705,9806.0,0
141,1945,On the Waterfront (1954),17.50077399380805,4.1875,189,Crime|Drama,47296,654.0,0
142,5995,"Pianist, The (2002)",17.492058150491317,4.108695652173913,195,Drama|War,253474,423.0,0
143,1266,Unforgiven (1992),17.487788097695216,4.111111111111111,196,Drama|Western,105695,33.0,0
144,3681,For a Few Dollars More (Per qualche dollaro in più) (1965),17.48222159677268,4.151515151515151,197,Action|Drama|Thriller|Western,59578,938.0,0
145,33794,Batman Begins (2005),17.480783602007048,3.8620689655172415,198,Action|Crime|IMAX,372784,272.0,0
146,3730,"Conversation, The (1974)",17.476780185758514,4.205882352941177,200,Drama|Mystery,71360,592.0,0
147,162,Crumb (1994),17.476780185758514,4.205882352941177,201,Documentary,109508,26564.0,0
148,2692,Run Lola Run (Lola rennt) (1998),17.461300309597522,4.0,203,Action|Crime,130827,104.0,0
149,4963,Ocean's Eleven (2001),17.452454666076957,3.8445378151260505,204,Crime|Thriller,240772,161.0,0
